"planet","house","sign","bg","en"
"mercury","4","aquarius","Подреждате дома по своя логика, а не по общоприетата. Кухнята ви изглежда странно и работи. Обяснете реда на живеещите.","You arrange the home by your own logic rather than the accepted one. Your kitchen looks odd and it works. Explain the order to whoever lives there."
"mercury","4","pisces","Усещате какво липсва в къщата, преди да го е казал някой. Решенията ви идват на тъмно, между два съня. Кажете едно от тях на сутринта.","You sense what the house is missing before anybody says it. Your answers come in the dark, between two sleeps. Say one of them in the morning."
"mercury","5","aries","Измисляте и започвате същия ден. Идеята ви е по-бърза от плана. Довършете едно нещо.","You think of it and start the same day. Your idea is faster than the plan. Finish one thing."
"mercury","5","taurus","Правите нещо с ръце и то излиза трайно. Не бързате и не преправяте. Покажете го по-рано.","You make something by hand and it comes out lasting. You do not hurry and you do not redo. Show it earlier."
"mercury","5","gemini","Тук всичко е на място: измислянето е играта ви. Три започнати неща ви е нормалното. Довършете едно.","Here everything sits in place: inventing is your game. Three things started is normal for you. Finish one."
"mercury","5","cancer","Разказвате на децата истории, които сами измисляте. Правите го без усилие. Записвайте по една.","You tell children stories you invent yourself. You do it without effort. Write one down."
"mercury","5","leo","Показвате направеното и обичате да го обяснявате. Сцената ви подхожда. Само подготвяйте се малко.","You show what you made and enjoy explaining it. The stage suits you. Just prepare a little."
"mercury","5","virgo","Изпипвате детайла и затова се бавите. Разликата вижда само вие. Пуснете го при девет от десет.","You perfect the detail and that is why you are slow. Only you see the difference. Release it at nine out of ten."
"mercury","5","libra","Създавате най-добре с още един, с когото си говорите. Сам ви е тихо. Търсете съавтор.","You create best with one other to talk with. Alone is too quiet. Look for a co-author."
"mercury","5","scorpio","Пишете за неудобни неща и хората четат до края. Стигате близо до нерв. Не се спирайте от критика.","You write about uncomfortable things and people read to the end. You get close to a nerve. Do not stop for criticism."
"mercury","5","sagittarius","Замисляте го голямо и започвате от края. Обещавате повече, отколкото ще стигне. Свалете го наполовина.","You conceive it big and start from the end. You promise more than will stretch. Halve it."
"mercury","5","capricorn","Правите бавно и трайно, и след години още стои. Бърз резултат не търсите. Само не отлагайте.","You work slowly and lastingly, and years later it stands. You look for no fast result. Just do not postpone."
"mercury","5","aquarius","Измисляте нещо, което не е правено така. Обичайното ви е неинтересно. Довеждайте го до край.","You invent something not made that way before. The usual does not interest you. Carry it to the end."
"mercury","5","pisces","Идеите ви идват в полусън и до сутринта ги няма. Не разчитайте на паметта. Записвайте с една дума.","Your ideas come half asleep and by morning they are gone. Do not rely on memory. Write one word."
"mercury","6","aries","Хващате се веднага и вършите бързо. Чакането ви дразни повече от задачата. Спрете половин час по-рано.","You get on with it at once and work fast. Waiting irritates you more than the task. Stop half an hour earlier."
"mercury","6","taurus","Работите по един и същи начин и той работи. Смяната на метода ви бави. Само проверявайте дали още е най-добрият.","You work the same way and it works. Changing the method slows you. Just check it is still the best."
"mercury","6","gemini","Правите две задачи наведнъж и това ви държи. Едната ви приспива. Дръжте ги две.","You do two tasks at once and it keeps you going. One puts you to sleep. Keep it at two."
"mercury","6","cancer","Помните кой какво е свършил и как. Работата ви е свързана с хора. Не носете чуждото.","You remember who finished what and how. Your work is bound up with people. Do not carry theirs."
"mercury","6","leo","Работите по-добре, когато се вижда какво сте направил. Мълчанието ви разколебава. Кажете го сам.","You work better when what you did is visible. Silence unsettles you. Say it yourself."
"mercury","6","virgo","Тук всичко е на място: подробността е самата ви работа. Забелязвате пропуснатото. Само не проверявайте пет пъти.","Here everything sits in place: the detail is the work itself. You notice what was skipped. Just do not check five times."
"mercury","6","libra","Работите добре, когато тонът е спокоен. Уреждате споровете в екипа. Кажете и вашето условие.","You work well when the tone is calm. You settle the team's arguments. State your own condition too."
"mercury","6","scorpio","Влизате в документи, които никой не иска да чете. Намирате грешката. Взимайте за това.","You go into papers nobody wants to read. You find the mistake. Charge for it."
"mercury","6","sagittarius","Работата ви иска път и различни места. Едно бюро ви е тясно. Търсете такава задача.","Your work wants a road and different places. One desk is tight for you. Look for that kind of job."
"mercury","6","capricorn","Работите по график и не пропускате. Товарят ви, защото не се оплаквате. Кажете спирачката.","You work to a schedule and never miss. More is loaded on because you do not complain. Say the word stop."
"mercury","6","aquarius","Правите работата иначе и излиза по-бързо. Правилото без причина ви дразни. Обяснявайте новия начин.","You do the job differently and it comes out faster. A rule with no reason irritates you. Explain the new way."
"mercury","6","pisces","Работата ви трябва смисъл, иначе се разсейвате. Празната задача ви уморява. Изберете смисъл.","Your work needs meaning, otherwise you drift. An empty task tires you. Choose meaning."
"mercury","7","aries","Казвате го направо на човека до вас и после гладите. Спорът ви е кратък. Само не започвайте всеки път.","You say it straight to the person beside you and then smooth it over. Your argument is short. Just do not begin it every time."
"mercury","7","taurus","Обсъждате едно и също, докато не се реши. Не сменяте позиция под натиск. Само слушайте до края.","You discuss the same thing until it is settled. You do not shift position under pressure. Just listen to the end."
"mercury","7","gemini","Разбирате се с човека до вас чрез приказка и шега. Един ден без разговор ви се струва като седмица. Кажете това, вместо да го чакате.","You get on with the person beside you through talk and joking. A day without conversation feels like a week to you. Say that rather than waiting for it."
"mercury","7","cancer","Помните всяка кавга и с какви думи. Тонът остава у вас. Кажете кое още стои.","You remember every row and in what words. The tone stays with you. Say what still sits there."
"mercury","7","leo","Обичате да ви слушат и да ви отговарят. Дребното пренебрегване ви наранява. Поискайте вниманието.","You like being listened to and answered. A small slight wounds you. Ask for the attention."
"mercury","7","virgo","Забелязвате какво може да се оправи в другия и го казвате. Правите го от грижа. Кажете доброто първо.","You notice what could be improved in the other and say it. You do it out of care. Say the good thing first."
"mercury","7","libra","Тук всичко е на място: разговорът е самата връзка. Договаряте се лесно. Само не обещавайте, за да е приятно.","Here everything sits in place: the conversation is the bond itself. You come to terms easily. Just do not promise to keep it pleasant."
"mercury","7","scorpio","Стигате до корена и после и двамата сте изтощени. Не всяка тема иска това. Оставете една.","You get to the root and afterwards you are both drained. Not every subject asks for that. Leave one alone."
"mercury","7","sagittarius","Говорите за големите неща и това ви държи заедно. Дребното ви разваля деня. Върнете се към голямото.","You talk about the large things and that holds you together. The small spoils your day. Return to the large."
"mercury","7","capricorn","Договаряте се по правила, а не по чувство. Работи и е сухо. Добавете едно топло изречение.","You come to terms by rules rather than feeling. It works and it is dry. Add one warm sentence."
"mercury","7","aquarius","Трябва ви човек, който мисли различно от вас. Пълното съгласие ви е безинтересно. Само не спорете за спорта.","You need somebody who thinks differently from you. Complete agreement holds no interest for you. Just do not argue for sport."
"mercury","7","pisces","Разбирате другия, преди да е казал, и отговаряте на предположение. Понякога грешите. Питайте.","You understand the other before they speak and answer a guess. Sometimes you are wrong. Ask."
"mercury","8","aries","Питате за неудобното направо и хората се дърпат. Не заобикаляте. Кажете защо ви трябва.","You ask the uncomfortable question outright and people pull back. You do not go around. Say why you need it."
"mercury","8","taurus","Държите документите наред и знаете къде е всичко. Никой не може да ви заблуди. Само не проверявайте всеки.","You keep the papers in order and know where everything is. Nobody can mislead you. Just do not check everybody."
"mercury","8","gemini","Разбирате как работят дългове и дялове по-добре от повечето. Обяснявате го просто. Взимайте за това.","You understand how debts and shares work better than most. You explain it plainly. Charge for that."
"mercury","8","cancer","Помните всяка стара сметка и кой какво дължи. Списъкът живее у вас. Закрийте го.","You remember every old account and who owes what. The list lives inside you. Close it."
"mercury","8","leo","Говорите за тежкото открито и хората ви слушат. Не разкрасявате. Кажете го и на себе си.","You speak of heavy things openly and people listen. You do not prettify. Say it to yourself as well."
"mercury","8","virgo","Проверявате дребния текст в договора и намирате капана. Никой друг не сяда на това. Взимайте за него.","You check the small print and find the trap. Nobody else sits down to it. Charge for it."
"mercury","8","libra","Общите пари се решават на масата, с двама. Спорът е за доверие, не за сума. Пишете всичко.","Shared money gets settled at a table, by two. The argument is about trust rather than the sum. Put everything in writing."
"mercury","8","scorpio","Тук всичко е на място: разследването е самата ви работа. Стигате до дъното. Само не разследвайте близките.","Here everything sits in place: investigation is the work itself. You reach the bottom. Just do not investigate the people close to you."
"mercury","8","sagittarius","Интересува ви как свършват нещата и какво остава. Другите го наричат мрачно. Обяснявайте го спокойно.","You are interested in how things end and what remains. Others call it dark. Explain it calmly."
"mercury","8","capricorn","Приключвате чужди сметки точно и без коментар. Носите тежкото по график. Кажете какво ви взима.","You close other people's accounts precisely and without comment. You carry the heavy part on a schedule. Say what it takes from you."
"mercury","8","aquarius","Гледате на края като на механика. Хората се стряскат от това. Кажете го по-мека.","You look at endings as mechanics. People are startled by it. Say it more gently."
"mercury","8","pisces","Усещате какво не се казва и мълчите за него. Знаете повече, отколкото е удобно. Дайте едно наблюдение.","You sense what is not being said and stay quiet about it. You know more than is comfortable. Give one observation."
"mercury","9","aries","Учите с правене и тръгвате, преди да сте прочел. Проверката идва после. Само вземайте обратен билет.","You learn by doing and set off before reading. The checking comes later. Just buy a return ticket."
"mercury","9","taurus","Учите бавно и не пропускате стъпка. Веднъж наученото остава. Оставяйте място за ново.","You learn slowly and skip no step. What is learned stays. Leave room for something new."
"mercury","9","gemini","Тук всичко е на място: ученето е самото ви удоволствие. Знаете по малко от много. Задълбочете едно.","Here everything sits in place: studying is your pleasure itself. You know a little of much. Go deep in one."
"mercury","9","cancer","Учите чрез хора и истории. Далечното ви привлича и домъчнява. Носете нещо от дома.","You learn through people and stories. The far-away draws you and makes you homesick. Take something from home."
"mercury","9","leo","Обяснявате широко и хората ви вярват. Убедеността ви е видима. Проверявайте фактите.","You explain expansively and people believe you. Your conviction shows. Check the facts."
"mercury","9","virgo","Проверявате източника, преди да повярвате. Голямото твърдение ви дразни. Само не спирайте от съмнение.","You check the source before believing. A grand claim irritates you. Just do not let doubt stop you."
"mercury","9","libra","Стигате до истината в разговор с още един. Сам мислите на кръг. Търсете събеседник.","You reach the truth in conversation with one other. Alone you think in circles. Look for an interlocutor."
"mercury","9","scorpio","Учите нещо, което малцина учат, и стигате дълбоко. Повърхностното ви дразни. Направете го публично.","You study something few study and go deep. The shallow irritates you. Make it public."
"mercury","9","sagittarius","Учите за далечни места и езици. Едно поле ви е тясно. Тръгвайте, а не само четете.","You study far places and languages. One field is narrow for you. Set off rather than only reading."
"mercury","9","capricorn","Учите с години и без кратък път. Дипломата дойде след опита. Кажете го на един по-млад.","You study for years and take no shortcut. The certificate came after the experience. Say that to somebody younger."
"mercury","9","aquarius","Мислите различно от учебника и обикновено сте прав. Изпреварвате мнозина. Обяснявайте търпеливо.","You think differently from the textbook and are usually right. You are ahead of many. Explain patiently."
"mercury","9","pisces","Разбирате смисъла, преди да сте прочел довода. Знанието ви идва без думи. Записвайте го веднага.","You catch the meaning before reading the argument. Your knowing arrives without words. Write it down at once."
"mercury","10","aries","Отговаряте бързо пред хора и това ви носи име. Понякога твърде бързо. Изчакайте едно дишане.","You answer fast in public and it makes your name. Sometimes too fast. Wait one breath."
"mercury","10","taurus","Признават ви за думата, която държите. Не обещавате леко. Само кажете и повече.","You are recognised for the word you keep. You do not promise lightly. Just say a little more as well."
"mercury","10","gemini","Тук всичко е на място: това, което казвате пред хора, е работата ви. Обяснявате и свързвате. Мерете един ред.","Here everything sits in place: what you say in public is your work. You explain and you connect. Measure one line."
"mercury","10","cancer","Помнят ви по това, как говорите с хората. Тонът ви е репутацията. Пазете го и в лош ден.","You are remembered for how you speak to people. Your tone is your reputation. Keep it on a bad day too."
"mercury","10","leo","Говорите пред хора и това ви е сцената. Обичате го и се вижда. Само подготвяйте се.","You speak in public and that is your stage. You enjoy it and it shows. Just prepare."
"mercury","10","virgo","Признават ви за точността в дребното. Работата ви е чиста. Кажете какво сте свършил.","You are recognised for precision in small things. Your work is clean. Say what you finished."
"mercury","10","libra","Мястото ви идва през разговор и договор. Умеете да се разбирате. Пишете условията предварително.","Your position comes through conversation and terms. You know how to reach an agreement. Put the terms in writing in advance."
"mercury","10","scorpio","Знаете неудобното за системата, в която работите. Информацията е тежест. Пазете си гърба.","You know the uncomfortable things about the system you work in. The information is a weight. Cover yourself."
"mercury","10","sagittarius","Името ви расте през чужд език и друг пазар. Тук ви ползват тясно. Пратете едно писмо навън.","Your name grows through another language and market. Here you are used narrowly. Send one letter out."
"mercury","10","capricorn","Плащат ви за преценка и вие я давате бавно. Точно затова ви вярват. Дръжте линията.","You are paid for judgement and you give it slowly. That is exactly why you are believed. Hold the line."
"mercury","10","aquarius","Говорите неудобното пред хора и това ви прави и име, и врагове. Изпреварвате стаята. Пресмятайте цената.","You say the uncomfortable thing in public, which makes you both a name and enemies. You are ahead of the room. Reckon the cost."
"mercury","10","pisces","Обясненията ви са образни и хората ги помнят. Точността идва после. Проверявайте числата.","Your explanations are vivid and people remember them. Precision comes second. Check the numbers."
"mercury","11","aries","В компанията вие подхвърляте идеята и всичко тръгва. Не чакате ред. Оставяйте и на другите ход.","In company you toss out the idea and it all starts. You do not wait your turn. Leave the others a move."
"mercury","11","taurus","В кръга ви ценят за здравия разум. Не се увличате. Само кажете и нещо смело.","In the circle you are valued for good sense. You do not get carried away. Just say something bold too."
"mercury","11","gemini","Тук всичко е на място: свързването на хора е вашето. Знаете кой с кого. Само не пренасяйте всичко.","Here everything sits in place: connecting people is yours. You know who goes with whom. Just do not carry every message."
"mercury","11","cancer","Приятелите ви пишат нощем и вие отговаряте. Помните всичко за всеки. Оставяйте и час за себе си.","Friends write to you at night and you answer. You remember everything about everybody. Leave an hour for yourself."
"mercury","11","leo","В групата вие сте гласът, който разказва. Обичате публиката. Питайте и другите какво мислят.","In the group you are the voice that tells the story. You enjoy the audience. Ask the others what they think."
"mercury","11","virgo","В екипа проверявате вместо всички. Работата е безплатна досега. Кажете кога спирате.","In the team you do the checking for everybody. The work has been free so far. Say when you stop."
"mercury","11","libra","Уреждате разговорите в кръга и всички са спокойни. Никой не отчита това. Поискайте нещо и вие.","You smooth the conversations in the circle and everybody is calm. Nobody records it. Ask for something too."
"mercury","11","scorpio","Знаете за групата повече, отколкото е удобно. Мълчите за половината. Дайте едно наблюдение на един човек.","You know more about the group than is comfortable. You keep quiet about half. Give one observation to one person."
"mercury","11","sagittarius","Кръгът ви е на други места и говорите на два езика. Тук малцина ви разбират. Пишете на далечните.","Your circle is elsewhere and you speak two languages. Here few understand you. Write to the distant ones."
"mercury","11","capricorn","В групата казвате какво няма да стане и сте прав. Не сте търсен за това. Кажете и какво може.","In the group you say what will not work, and you are right. You are not sought out for it. Say what could too."
"mercury","11","aquarius","В кръга мислите различно от всички и го казвате. Точно за това ви търсят. Обяснявайте по-бавно.","In the circle you think differently from everybody and you say so. That is exactly why they come to you. Explain more slowly."
"mercury","11","pisces","Усещате какво не се казва в компанията. Знаете, преди да е обявено. Проверявайте с въпрос.","You sense what is not being said in company. You know before it is announced. Check with a question."
"mercury","12","aries","Мислите ясно, когато сте сам, и решавате наведнъж. Пред хора се обърквате. Пишете, вместо да казвате.","You think clearly alone and decide all at once. In front of people you get muddled. Write rather than say."
"mercury","12","taurus","Обмисляте дълго на тихо и после не се отмествате. Времето ви е нужно. Само кажете, че ви трябва.","You consider it slowly in quiet and then do not budge. You need the time. Just say that you need it."
"mercury","12","gemini","Умът ви работи най-добре при затворена врата. Мислите са ясни, докато не ги произнесете. Записвайте ги.","Your mind works best with the door shut. The thoughts are clear until you speak them. Write them down."
"mercury","12","cancer","Помните нещата, за които никой не говори. Мълчите, за да не наранявате. Кажете едно нещо внимателно.","You remember the things nobody talks about. You stay silent so as not to wound. Say one thing carefully."
"mercury","12","leo","Правите нещо, което никой не знае, че е ваше. Не искате името си отгоре. Оставете един подпис.","You do something nobody knows is yours. You do not want your name on it. Leave one signature."
"mercury","12","virgo","Проверявате тихо и никой не вижда труда. Резултатът изглежда лесен. Опишете процеса веднъж.","You check quietly and nobody sees the labour. The result looks easy. Describe the process once."
"mercury","12","libra","Мислите за хората и мълчите за изводите. Не искате да развалите мира. Кажете едно нещо на един.","You think about people and keep the conclusions to yourself. You do not want to spoil the peace. Say one thing to one person."
"mercury","12","scorpio","Разбирате чужди мотиви и не го казвате никому. Знанието стои неизползвано. Извадете една част.","You understand people's motives and tell nobody. The knowledge sits unused. Bring one part out."
"mercury","12","sagittarius","Учите нещо тайно и не го обявявате. Няма кой да го потвърди. Напишете десет страници.","You study something in secret and do not announce it. There is nobody to certify it. Write ten pages."
"mercury","12","capricorn","Мислите нощем и по график, за който няма отчет. Никой не знае колко е. Дайте си край на деня.","You think at night and to a schedule no report covers. Nobody knows how much it is. Give yourself an end to the day."
"mercury","12","aquarius","Мислите неща, които не се казват на глас в тази стая. Изпреварвате всички. Изберете кому да ги кажете.","You think things not said out loud in this room. You are ahead of everybody. Choose whom to say them to."
"mercury","12","pisces","Тук всичко е на място: знаете, без да можете да обясните откъде. Умът ви работи на изображения. Записвайте ги веднага.","Here everything sits in place: you know without being able to explain how. Your mind works in images. Write them down at once."
"venus","1","aries","Харесвате се на хора още преди да сте казал нещо, и бързате нататък. Флиртът ви е весел и без план. Само не оставяйте недоразумения зад себе си.","People like you before you have said anything, and you are already moving on. Your flirting is cheerful and unplanned. Just do not leave misunderstandings behind you."
"venus","1","taurus","Присъствието ви е приятно и хората стоят близо. Не бързате да се харесате. Точно това работи.","Your presence is pleasant and people stand close. You are in no hurry to be liked. That is exactly what works."
"venus","1","gemini","Привличате с думи и с лекота. Разговорът ви е ухажване. Само дръжте това, което сте казал.","You attract with words and with lightness. Your conversation is courtship. Just keep to what you said."
"venus","1","cancer","Хората ви усещат като топло и се доверяват бързо. Меките ви очи говорят преди вас. Пазете границата.","People feel warmth in you and trust you quickly. Your soft eyes speak before you do. Guard the boundary."
"venus","1","leo","Влизате и стаята поглежда. Обичате го и не го криете. Само оставяйте и на другите светлината.","You come in and the room looks. You like it and you do not hide it. Just leave the light to the others sometimes."
"venus","1","virgo","Изглеждате изрядно и това е част от вас. Дребният детайл ви занимава. Оставете едно нещо небрежно.","You look immaculate and it is part of you. A small detail occupies you. Leave one thing careless."
"venus","1","libra","Съобразявате се с всеки и това ви прави харесван и уморен. Хармонията ви е навик. Кажете едно свое желание.","You accommodate everybody, which makes you liked and tired. Harmony is a habit for you. Say one wish of your own."
"venus","1","scorpio","Привличате, без да правите нищо, и това понякога ви тежи. Не показвате колко усещате. Изберете кого пускате.","You attract without doing anything, and sometimes it weighs on you. You do not show how much you feel. Choose whom you let in."
"venus","1","sagittarius","Смеете се лесно и хората идват заради това. Обещавате настроение. Само не обещавайте повече.","You laugh easily and people come for it. You promise a mood. Just do not promise more."
"venus","1","capricorn","Държите се сдържано и хората ви смятат за студен. Топлината ви идва по-късно. Дайте един знак рано.","You carry yourself reservedly and people take you for cool. Your warmth comes later. Give one sign early."
"venus","1","aquarius","Харесвате се на хора, които не се харесват на всички. Обичайното ви е неинтересно. Не се обяснявайте.","You appeal to people who do not appeal to everybody. The usual does not interest you. Do not explain."
"venus","1","pisces","Хората виждат във вас това, което им трябва. Границата ви е мека и се възползват. Кажете едно ясно не.","People see in you what they need. Your edge is soft and it gets used. Say one clear no."
"venus","2","aries","Купувате веднага, щом ви хване. Пазаренето не ви е интересно. Изчакайте един ден.","You buy the moment it catches you. Haggling does not interest you. Wait one day."
"venus","2","taurus","Тук всичко е на място: хубавото, което се пипа, е вашето. Държите на качеството и на своето. Само не трупайте.","Here everything sits in place: the good thing you can touch is yours. You hold to quality and to what is yours. Just do not hoard."
"venus","2","gemini","Купувате две вместо едно и после не ползвате нито едно. Интересът ви е бърз. Изберете едното.","You buy two instead of one and then use neither. Your interest is quick. Choose the one."
"venus","2","cancer","Купувате за дома и за хората в него. Хубавото ви е споделено. Оставяйте и за себе си.","You buy for the home and the people in it. What is beautiful is shared for you. Leave something for yourself too."
"venus","2","leo","Купувате хубавото и не питате колко. Показното ви радва. Определете сума.","You buy the fine thing and do not ask the price. Display gladdens you. Set a sum."
"venus","2","virgo","Купувате точно това, което ви трябва, и то трае. Дребната сметка ви занимава. Позволете си едно излишно.","You buy exactly what you need and it lasts. The small bill occupies you. Allow yourself one unnecessary thing."
"venus","2","libra","Парите ви идват през хора и приятни договорки. Умеете да поискате. Кажете цената без извинение.","Your money comes through people and pleasant arrangements. You know how to ask. Say the price without apology."
"venus","2","scorpio","Държите на своето и не го давате назаем. Знаете кой колко ви дължи. Само не броите вечно.","You hold to what is yours and do not lend it. You know who owes you what. Just do not count forever."
"venus","2","sagittarius","Харчите за пътуване и за учене, без да мислите. Тези пари не съжалявате. Оставяйте перо за тях.","You spend on travel and learning without thinking. You do not regret that money. Set a line aside for it."
"venus","2","capricorn","Купувате рядко и трайно, и то остава с години. Не се увличате. Позволете си едно удоволствие.","You buy rarely and lastingly, and it stays for years. You do not get carried away. Allow yourself one pleasure."
"venus","2","aquarius","Харчите за странни неща и ги обичате. Обичайното не ви привлича. Само дръжте лимит.","You spend on odd things and you love them. The usual does not attract you. Just keep a limit."
"venus","2","pisces","Купувате, за да ви олекне, и после не помните какво. Числата се размиват. Ползвайте пари в брой една седмица.","You buy to feel lighter and afterwards cannot recall what. Numbers blur. Use cash for one week."
"venus","3","aries","Казвате милото веднага и после ви е неудобно. Комплиментът ви е искрен и бърз. Кажете го пак трезво.","You say the kind thing at once and then feel awkward. Your compliment is sincere and fast. Say it again, soberly."
"venus","3","taurus","Говорите топло и бавно, и това успокоява. Не пилеете думи. Кажете и без покана.","You speak warmly and slowly, and it settles people. You do not waste words. Say it without being invited."
"venus","3","gemini","Разговорът ви е удоволствие и се вижда. Умеете да сближите двама с една дума. Само не носете чуждото.","Conversation is a pleasure for you and it shows. You can bring two people together with a word. Just do not carry their business."
"venus","3","cancer","Пишете топли съобщения и ги пазите години. Думите ви са спомен. Пратете едно днес.","You write warm messages and keep them for years. Your words are a keepsake. Send one today."
"venus","3","leo","Разказвате хубаво и хората ви слушат до края. Обичате да радвате със реч. Само оставяйте и на другите ред.","You tell it well and people hear you out. You like to gladden with speech. Just leave the others a turn."
"venus","3","virgo","Казвате го внимателно и точно, за да не заболи. Подбирате всяка дума. Понякога кажете направо.","You say it carefully and precisely so it will not hurt. You choose every word. Sometimes say it plainly."
"venus","3","libra","Тук всичко е на място: добрата дума е самата ви сила. Уреждате с разговор. Само кажете и неудобното.","Here everything sits in place: the kind word is your strength itself. You settle things by talking. Just say the awkward thing too."
"venus","3","scorpio","Казвате малко и то остава у човека години. Знаете къде да пипнете. Пипайте на добро.","You say little and it stays in a person for years. You know where to touch. Touch for the good."
"venus","3","sagittarius","Говорите за далечни места и хората ви завиждат. Обещавате пътувания. Направете едно от тях.","You talk of far places and people envy you. You promise journeys. Make one of them happen."
"venus","3","capricorn","Говорите пестеливо и топлината идва в делата. Другият чака дума. Кажете една на глас.","You speak sparingly and the warmth comes in what you do. The other is waiting for a word. Say one out loud."
"venus","3","aquarius","Говорите иначе и това привлича. Обичайният комплимент не ви е по вкуса. Само бъдете разбираем.","You speak differently and it draws people. The usual compliment is not to your taste. Just stay understandable."
"venus","3","pisces","Казвате го с образ, а не с довод, и се помни. Точността идва после. Проверявайте какво сте обещал.","You say it with an image rather than an argument, and it is remembered. Precision comes second. Check what you promised."
"venus","4","aries","Правите дома си бързо и после го преправяте. Първият вариант ви омръзва. Оставете едно нещо да остане.","You make your home fast and then remake it. The first version wears out for you. Let one thing stay."
"venus","4","taurus","Тук всичко е на място: домът ви е хубав и трае. Пипате бавно и веднъж. Само пускайте хора да го видят.","Here everything sits in place: your home is handsome and it lasts. You work slowly and once. Just let people see it."
"venus","4","gemini","Домът ви се сменя често и това ви подхожда. Едно и също ви омръзва. Само оставете нещо на място.","Your home changes often and that suits you. The same thing wears out for you. Just let something stay put."
"venus","4","cancer","Домът ви е топъл и хората не искат да си тръгват. Красивото за вас е уют. Пазете една стая за себе си.","Your home is warm and people do not want to leave. Beauty for you is comfort. Keep one room for yourself."
"venus","4","leo","Домът ви е хубав и вие го показвате. Гостите ви радват. Оставяйте и вечер без никого.","Your home is handsome and you show it. Guests gladden you. Leave an evening with nobody as well."
"venus","4","virgo","Домът ви е изряден и виждате всяка дребна нередност. Никой друг не я вижда. Оставете едно нещо.","Your home is immaculate and you see every small thing out of place. Nobody else sees it. Leave one alone."
"venus","4","libra","Домът се прави заедно и вие държите на това. Спорът за цвят е спор за глас. Разделете кой избира.","The home is made together and you hold to that. An argument about colour is an argument about having a say. Divide who chooses."
"venus","4","scorpio","Домът ви е затворен и вътре е дълбоко. Пускате малцина. Пуснете един нов.","Your home is closed and inside it runs deep. You let few in. Let one new person in."
"venus","4","sagittarius","Домът ви е пълен с неща отдалеч. Красивото ви идва отвън. Правете го както искате.","Your home is full of things from far away. Beauty reaches you from outside. Make it as you want."
"venus","4","capricorn","Домът ви е скъп и обмислен, и е дошъл след години работа. Не сте го получил даром. Радвайте му се на глас.","Your home is costly and considered, and it came after years of work. Nobody gave it to you. Take pleasure in it out loud."
"venus","4","aquarius","Домът ви не е като другите и точно това го прави ваш. Обичайният уют ви е тесен. Обяснете реда на живеещите.","Your home is not like the others, and that is exactly what makes it yours. The usual comfort is tight for you. Explain the order to whoever lives there."
"venus","4","pisces","Домът ви е мек и малко разпилян, и там ви е добре. Редът не ви е важен. Само пазете едно чисто ъгълче.","Your home is soft and a little scattered, and you are well there. Order does not matter to you. Just keep one clean corner."
"venus","5","aries","Влюбвате се за ден и после решавате. Началото ви е най-хубавото. Дайте на едно нещо три месеца.","You fall in love in a day and decide afterwards. The beginning is your best part. Give one thing three months."
