"changed","source","key","bg","en"
"0","chain","mercury|1|venus|4","Говорите като човек, който има къде да се върне. Домашният мир ви дава спокойния тон, който хората усещат. Скарате ли се вкъщи, и езикът ви се променя.","You speak like somebody who has a place to return to. Peace at home gives you the calm tone that people pick up. After a row at home even your language changes."
"0","chain","mercury|1|moon|1","Мислите на глас и настроението ви влиза в думите. Един ден сте отворени и разказвате всичко, друг ден замлъквате. Хората свикват да ви четат по гласа.","You think out loud and your mood gets into the words. One day you are open and tell everything, the next you go quiet. People learn to read you by your voice."
"0","chain","mercury|1|moon|2","Говорите уверено, когато има сигурност зад вас. Тънко ли е, започвате да пестите думи и да мислите повече. Тук спокойният джоб дава спокоен език.","You speak confidently when there is security behind you. When money is thin you start rationing words and thinking more. A calm pocket gives you a calm tongue here."
"0","chain","mercury|1|moon|3","Трябва ви кой да ви изслуша всеки ден. Разказвате, питате, звъните — така се успокоявате. Останете ли без събеседник, започвате да се въртите в кръг.","You need somebody to listen every day. You tell, you ask, you call — that is how you settle. Left without a listener, you start going round in circles."
"0","chain","mercury|1|moon|4","Говорите като своите вкъщи, дори когато не искате. Настроението под покрива ви влиза в думите за целия ден. Тук е важно да имате къде да си замълчите.","You speak the way your family speaks, even when you would rather not. The mood under the roof gets into your words for the whole day. What matters here is having a place to be quiet in."
"0","chain","mercury|1|moon|5","Оживявате, когато има кой да ви се радва на приказката. Децата и хубавите истории ви пълнят. Без публика бързо изгубвате нишката.","You come alive when somebody enjoys your talk. Children and good stories fill you up. With no audience you lose the thread fast."
"0","chain","mercury|1|moon|6","Говорите за практичното — как се прави, кога, с какво. Успокоявате се, като подредите деня си на глас. Прекалено много задачи обаче ви разбъркват изказа.","You talk about the practical — how it is done, when, with what. You calm yourself by laying out the day out loud. Too many tasks, though, and your speech scatters."
"0","chain","mercury|1|moon|7","Настроението ви се нагласява по човека срещу вас. Говорите различно с всеки и това не е преструвка. Само внимавайте да не приемете чуждото мнение за свое.","Your mood tunes itself to the person across from you. You speak differently with everyone, and that is not pretence. Just watch that you do not take their opinion for your own."
"0","chain","mercury|1|moon|8","Усещате какво не се казва и питате точно там. Интересува ви дълбокото, а не любезният разговор. Затова и мълчанието на другия ви държи буден.","You sense what is not being said and you ask exactly there. What interests you is the deep thing, not polite conversation. That is why somebody's silence keeps you awake."
"0","chain","mercury|1|moon|9","Приказката ви иска простор — далечни места, книги, идеи. Пътуването ви оправя мисленето по-добре от почивката. Останете ли без хоризонт, ставате разсеяни.","Your talk wants space — far places, books, ideas. Travel sorts your thinking better than rest does. Left without a horizon you turn absent-minded."
"0","chain","mercury|1|moon|10","Говорите пред хора и се притеснявате повече, отколкото показвате. Мнението на другите ви влиза под кожата. Свикнете ли, точно това ще ви е професията.","You speak in public and worry about it more than you show. Other people's opinion gets under your skin. Once you get used to it, that is exactly what your work will be."
"0","chain","mercury|1|moon|11","Мислите заедно с групата и от нея взимате темите. Сред своите говорите смело, сами се колебаете. Тук е добре да проверявате коя мисъл е ваша.","You think alongside the group and take your subjects from it. Among your own you speak boldly; alone you hesitate. It is worth checking here which thought is actually yours."
"0","chain","mercury|1|moon|12","Мислите повече, отколкото казвате, и то нощем. Има думи, които въртите с години, без да ги произнесете. Запишете ги — така се освобождава мястото.","You think more than you say, and mostly at night. There are words you turn over for years without saying them. Write them down — that is how the space clears."
"0","chain","mercury|1|mars|1","Казвате го направо и не се извинявате. Езикът ви е бърз и понякога изпреварва мисълта. Тук се учите да броите до три, преди да отговорите.","You say it straight and you do not apologise. Your tongue is quick and sometimes gets ahead of the thought. Here you learn to count to three before answering."
"0","chain","mercury|1|mars|2","Спорите за пари и за своето и рядко отстъпвате. Говорите, за да спечелите, а не за да е приятно. Тук острата дума понякога ви струва повече, отколкото носи.","You argue over money and over what is yours, and rarely give ground. You talk to win, not to be pleasant. Here a sharp word sometimes costs you more than it brings."
"0","chain","mercury|1|mars|3","С брат, сестра или съседи хвърчат думи и после минава. Обичате спора повече, отколкото признавате. Тук движението и караниците ви поддържат буден.","With a sibling or the neighbours words fly and then it passes. You like arguing more than you admit. Movement and quarrels keep you awake here."
"0","chain","mercury|1|mars|4","Вкъщи говорите с повишен тон, макар навън да сте възпитани. Домашните спорове ви пият силата. Дайте си стая, в която никой не спори с вас.","At home you raise your voice, though outside you are polite. Household arguments drink your strength. Give yourself a room where nobody argues with you."
"0","chain","mercury|1|mars|5","Говорите с хъс, като на игра — кой ще каже по-доброто. Флиртът и спорът за вас са едно и също удоволствие. Само не превръщайте всеки разговор в двубой.","You talk with appetite, as in a game — who says the better thing. Flirting and arguing are the same pleasure to you. Just do not turn every conversation into a duel."
"0","chain","mercury|1|mars|6","Говорите за работа и по същество, без украса. Раздразвате се от бавни хора и им го казвате. Тук напрежението отива в тялото, ако не излезе в думи.","You talk about work and to the point, with no decoration. Slow people irritate you and you tell them so. Here tension goes into the body if it does not come out in words."
"0","chain","mercury|1|mars|7","Спорите с човека до вас и точно там се изостряте. Партньорът ви дава темата и съпротивата. Без някой срещу вас разговорът ви е безинтересен.","You argue with the person beside you, and that is exactly where you sharpen. A partner gives you the subject and the resistance. With nobody opposite, the conversation bores you."
"0","chain","mercury|1|mars|8","Питате за неща, които другите избягват, и не се плашите от отговора. Думите ви влизат дълбоко и се помнят дълго. Тук е добре да мерите, преди да ударите.","You ask about the things others avoid and the answer does not frighten you. Your words go in deep and are remembered for a long time. Here it pays to measure before you strike."
"0","chain","mercury|1|mars|9","Спорите за принципи и вяра с удоволствие. Пътят и чуждото мнение ви разпалват. Тук е лесно да спечелите спора и да загубите човека.","You argue about principles and faith with pleasure. The road and other people's convictions fire you up. Here it is easy to win the argument and lose the person."
"0","chain","mercury|1|mars|10","Говорите, за да пробиете, и хората го усещат. Острият ви език ви отваря врати и затваря други. Тук името ви се прави с думи, така че мерете ги.","You talk to break through and people feel it. Your sharp tongue opens some doors and closes others. Your name is made in words here, so weigh them."
"0","chain","mercury|1|mars|11","Влизате в спор за групата и защитавате своите шумно. Приятелите ви дават каузата, а вие гласа. Само че не всеки в компанията заслужава вашата защита.","You go into an argument for the group and defend your own loudly. Friends give you the cause and you give the voice. But not everyone in the crowd deserves your defence."
"0","chain","mercury|1|mars|12","Мълчите, а вътре спорите, и това ви изтощава. Има отговори, които не сте дали, и още ви стоят. Кажете ги тихо, но ги кажете.","You keep quiet while arguing inside, and it wears you out. There are answers you never gave and they are still with you. Say them quietly, but say them."
"0","chain","mercury|1|jupiter|1","Говорите широко и с увереност и хората ви вярват. Обещавате леко, защото в момента наистина го мислите. Тук мярката в думите е целият урок.","You speak widely and with confidence and people believe you. You promise easily because in the moment you mean it. Measure in your words is the whole lesson here."
"0","chain","mercury|1|jupiter|2","Приказката ви носи пари, ако я насочите. Умеете да представите нещо голямо и хората плащат за него. Само не харчете обещаното, преди да е влязло.","Your talk brings money when you aim it. You can present a big thing and people pay for it. Just do not spend the promise before it arrives."
"0","chain","mercury|1|jupiter|3","Обяснявате на всички и обичате да учите хората наоколо. Знаете по малко от много неща и това ви върши работа. Тук е добре да довършвате започнатото учене.","You explain to everyone and you like teaching the people around you. You know a little about many things and it serves you. Finishing what you started studying is the thing here."
"0","chain","mercury|1|jupiter|4","Говорите като човек, който е чул много вкъщи. Родът ви е дал език и увереност. Не спирайте до наученото там — то е началото, не краят.","You speak like somebody who heard a great deal at home. Your family gave you the language and the confidence. Do not stop at what you learned there — it is the start, not the end."
"0","chain","mercury|1|jupiter|5","Разказвате така, че хората да се смеят и да слушат. Талантът ви е в устата и се вижда веднага. Само не украсявайте всеки път по малко повече.","You tell things so that people laugh and listen. Your talent is in your mouth and it shows at once. Just do not embellish a bit more every time."
"0","chain","mercury|1|jupiter|6","Обяснявате практично и с това помагате на много хора. Учите се, докато работите, и другите идват да ви питат. Само не поемайте всяко обяснение като задължение.","You explain practically and help a lot of people that way. You learn while you work and others come to ask you. Just do not take every explanation on as a duty."
"0","chain","mercury|1|jupiter|7","Разбирате се с хора и оттам ви идват възможностите. Един разговор с точния човек ви променя посоката. Внимавайте с щедрите обещания пред партньор.","You get on with people and the openings come from there. One conversation with the right person changes your direction. Watch the generous promises made to a partner."
"0","chain","mercury|1|jupiter|8","Питате за пари, дялове и неща, които другите заобикалят. Печелите от информация, която не е за всеки. Тук доверието се дава на подпис, не на дума.","You ask about money, shares and matters other people skirt around. You profit from information that is not for everyone. Trust here is given on a signature, not on a word."
"0","chain","mercury|1|jupiter|9","Умът ви иска голямото — учене, чужди езици, далечни места. Говорите като човек, който е бил някъде. Тук стоенето на едно място ви стеснява.","Your mind wants the big things — study, other languages, far places. You speak like somebody who has been somewhere. Staying put narrows you here."
"0","chain","mercury|1|jupiter|10","Говорите пред хора и от това ви идва името. Обясненията ви се помнят и се разказват нататък. Само не поемайте повече сцена, отколкото ви е нужна.","You speak in public and your name comes from it. Your explanations get remembered and passed on. Just do not take on more stage than you need."
"0","chain","mercury|1|jupiter|11","Между хората сте връзката — знаете кой с кого и кой какво може. Приятелите ви носят идеи и вие ги пускате нататък. Тук помощта се връща, ако не я броите.","Among people you are the connector — you know who knows whom and who can do what. Friends bring you ideas and you pass them on. Help comes back here, as long as you do not count it."
"0","chain","mercury|1|jupiter|12","Мислите за големи неща, без да ги обявявате. Има вяра или знание, което носите тихо. Извадете го — стои ви прекалено дълго вътре.","You think about large things without announcing them. There is a faith or a knowledge you carry quietly. Bring it out — it has been sitting inside you too long."
"0","chain","mercury|1|saturn|1","Говорите малко и премислено и хората го приемат за сериозност. Не обещавате, ако не сте сигурни. Тук думата ви тежи, защото не я хвърляте.","You speak little and only after thinking, and people take that for seriousness. You do not promise unless you are sure. Your word carries weight here because you do not throw it about."
"0","chain","mercury|1|saturn|2","Говорите за пари точно и без илюзии. Не се хвалите, преди да е свършено. Тук бавното обещание излиза по-скъпо от бързото.","You talk about money precisely and without illusions. You do not boast before the thing is done. A slow promise here turns out worth more than a fast one."
"0","chain","mercury|1|saturn|3","Изразявате се кратко и понякога сухо. С брат, сестра или съседи има дистанция или стари сметки. Тук нещата се уреждат с ясно казани условия.","You express yourself briefly and sometimes drily. With a sibling or the neighbours there is distance or old accounts. Things get settled here by clearly stated terms."
"0","chain","mercury|1|saturn|4","Мълчали са ви вкъщи и вие сте се научили на същото. Говорите предпазливо, защото така е било прието. Тук е ваша работа да отворите разговора, който другите не са.","There was silence at home and you learned the same. You speak carefully because that is how it was done. It is your job here to open the conversation the others never did."
"0","chain","mercury|1|saturn|5","Дори когато се шегувате, го правите с мярка. Радостта в приказката ви идва трудно, но е истинска. Дайте си право да кажете нещо просто за удоволствие.","Even when you joke you do it in measure. Lightness in your talk comes hard, and it is genuine when it comes. Allow yourself to say something purely for the pleasure of it."
"0","chain","mercury|1|saturn|6","Говорите по същество и мразите да се повтаряте. Работата ви иска точност и вие я давате. Само не пестете думите там, където човек чака да го чуе.","You speak to the point and hate repeating yourself. Your work wants precision and you supply it. Just do not ration words where somebody is waiting to be heard."
"0","chain","mercury|1|saturn|7","Държите на дадената дума и очаквате същото. Партньорът или колегата ви е по-строг или по-възрастен. Каквото не е уговорено ясно, ще ви тежи.","You keep your word and expect the same. A partner or a colleague is stricter or older than you. Whatever is not agreed clearly will weigh on you."
"0","chain","mercury|1|saturn|8","Говорите за дългове, документи и тежки неща спокойно. Не се плашите от числата, защото ги знаете. Тук мълчанието на другия ви струва повече от лоша новина.","You talk about debts, papers and heavy matters calmly. Numbers do not frighten you because you know them. Somebody else's silence costs you more here than bad news does."
"0","chain","mercury|1|saturn|9","Учили сте дълго и се държите на проверено знание. Не приемате идея само защото звучи хубаво. Далечното ви се отваря по-късно, но остава.","You studied a long time and you stand on tested knowledge. You do not accept an idea just because it sounds good. What is far away opens for you later, and it stays."
"0","chain","mercury|1|saturn|10","Говорите като човек, който отговаря за думите си, и това ви носи име. Признанието идва бавно, но не си отива. Само не чакайте всичко да е готово, за да го кажете.","You speak like somebody accountable for their words, and that brings you a name. Recognition comes slowly and does not leave. Just do not wait for everything to be finished before you say it."
"0","chain","mercury|1|saturn|11","Разчитате на малко хора и говорите открито само с тях. Не влизате в общи приказки с всекиго. Едно обещание тук струва повече от десет запознанства.","You rely on few people and speak openly only with them. You do not join in loose talk with everybody. One promise here is worth more than ten introductions."
"0","chain","mercury|1|saturn|12","Мълчите за важното и понякога прекалено дълго. Има нещо, което сте премислили, но никога не сте казали. Кажете го на един човек — толкова е достатъчно.","You keep quiet about what matters, and sometimes for too long. There is something you have thought through and never said. Say it to one person — that is enough."
"0","chain","mercury|10|mercury|10","Името ви се прави с думи и вие го знаете. Работата, разговорите, документите — всичко минава през вашата глава и никой не решава вместо вас. Точно затова една небрежна дума тежи повече, отколкото ви се струва.","Your name is made with words, and you know it. The work, the talks, the paperwork all pass through your head and nobody decides in your place. That is exactly why one careless word weighs more than you think."
"0","chain","mercury|10|sun|9","Говорите и пишете за работа, но посоката ви идва отдалеч — от книга, от чужда страна, от учител. Каквото сте научили извън родното си място, то после носи името ви. Оставите ли ученето, спира и напредъкът.","You speak and write for a living, yet the direction comes from far off — a book, a foreign country, a teacher. Whatever you learned away from where you grew up is what later carries your name. Stop learning and the progress stops too."
"0","chain","mercury|10|sun|10","Хората ви познават по това, което знаете, и така е редно. Издигате се, като обяснявате, преговаряте или водите — тихо просто не се получава. Само не оставяйте гордостта да говори преди вас.","People know you for what you know, and that is as it should be. You rise by explaining, negotiating or leading — staying quiet simply does not work for you. Just do not let pride speak before you do."
"0","chain","mercury|10|sun|11","Работата ви върви на приказка, но вратите ги отварят приятели и покровители. Един силен човек в кръга ви струва повече от три обяви. Пазете тези връзки чисти — през тях минава напредъкът ви.","Your work runs on talk, but the doors are opened by friends and patrons. One strong person in your circle is worth more than three job ads. Keep those ties clean — your progress runs through them."
"0","chain","mercury|10|venus|7","Изкарвате хляба с думи, а сделката се затваря от другата страна на масата. Клиентът, съдружникът, съпругът решава докъде ще стигнете. Учтивостта ви тук е инструмент, не любезност.","You earn your bread with words, and the deal closes on the other side of the table. A client, a business partner, a spouse decides how far you get. Your politeness here is a tool, not a nicety."
"0","chain","mercury|10|venus|8","Приятно говорите, но парите за работата ви идват от чужд джоб — заем, дял, наследство, чужд бюджет. Умеете да водите деликатни разговори за суми, които не са ваши. Четете договора докрай, дори когато отсреща се усмихват.","You speak pleasantly, but the money behind your work comes from somebody else's pocket — a loan, a share, an inheritance, another budget. You know how to hold delicate conversations about sums that are not yours. Read the contract to the end, even when the other side is smiling."
"0","chain","mercury|10|venus|9","Красивото говорене ви храни, а посоката е навън — език, далечен клиент, ново учене. Печелите, когато превеждате едното на другото, буквално или не. Стойте близо до хора, които знаят повече от вас.","Speaking well feeds you, and the direction is outward — a language, a distant client, more study. You gain when you translate one thing into another, literally or not. Stay near people who know more than you do."
"0","chain","mercury|10|venus|10","Умеете да се харесате, докато говорите, и това е половината от успеха ви. Работата ви живее от добро име, приятен глас и точна дума. Внимавайте да не останете само обвивка — питат ви и по същество.","You know how to be liked while you talk, and that is half of your success. Your work lives on a good name, a pleasant voice and the right word. Careful not to end up as only wrapping — you get asked about substance too."
"0","chain","mercury|10|venus|11","Хубавите ви думи вървят най-далеч сред своите — компания, колеги, познати на познати. Едно име, подадено от приятел, ви върши работа за месеци напред. Не смесвайте обаче дружбата с уговорката.","Your good words travel furthest among your own — a company, colleagues, friends of friends. One name passed on by a friend serves you for months ahead. Do not mix friendship with the agreement, though."
"0","chain","mercury|10|venus|12","Знаят ви по думите, а най-хубавото вършите, когато никой не гледа. Тихата работа зад кулисите ви подхожда повече от светлината на сцената. Пазете се само от обещания, дадени между четири очи и без свидетел.","You are known by your words, yet you do your best work when nobody is watching. Quiet work behind the scenes suits you more than the light of the stage. Just beware of promises made face to face with no witness."
"0","chain","mercury|10|venus|1","Хората ви помнят по приказката и по вида ви, а не по титлата. Каквото искате в работата, тръгва от вас — от вашето излизане, вашето обаждане, вашата усмивка. Никой няма да ви бута; сами си отваряте вратата.","People remember you for your talk and your looks, not for a title. Whatever you want in your work starts with you — your appearance, your call, your smile. Nobody will push you; you open the door yourself."
"0","chain","mercury|10|moon|1","Работата ви върви на думи, но настроението ви решава как ще мине денят. Хората ви четат по лицето още преди да сте отворили уста. Затова се грижете за себе си — вашето състояние е половината от името ви.","Your work runs on words, but your mood decides how the day goes. People read you off your face before you open your mouth. So look after yourself — your own state is half of your reputation."
"0","chain","mercury|10|moon|2","Говорите за пари и от говорене печелите пари. Приходът идва на вълни: месец пълно, месец тихо, и това ви изнервя повече от нужното. Дръжте настрана малко за тихите месеци и ще спите спокойно.","You talk about money and you make money by talking. The income comes in waves — a full month, then a quiet one, and that unsettles you more than it should. Keep something aside for the quiet months and you will sleep well."
"0","chain","mercury|10|moon|3","Името си правите с приказка, а тя се захранва от близките разговори — брат, сестра, съседи, всекидневни срещи. Кратките пътувания и обажданията ви носят повече работа от плановете. Само не разнасяйте нататък чутото отсам.","You make your name by talking, and the talk is fed by close conversation — a brother, a sister, neighbours, everyday encounters. Short trips and phone calls bring you more work than plans do. Just do not pass on what you heard nearby."
"0","chain","mercury|10|moon|4","Каквото знаят за вас навън, се решава вкъщи. Домът, майка ви, спокойствието на стаята държат работата права; разклати ли се къщата, куца и говоренето. Вероятно работите най-добре именно от дома си.","What people outside know about you is settled at home. The house, your mother, the calm of your own room keep the work upright; when the house shakes, the talking limps. You probably work best from home itself."
"0","chain","mercury|10|moon|5","Забелязват ви, когато говорите с удоволствие — тогава ви слушат всички. Деца, по-млади хора, игра вътре в работата: оттам ви идва напредъкът. Стане ли ви безинтересно, веднага се вижда отвън.","You get noticed when you speak with pleasure — then everybody listens. Children, younger people, play inside the work: that is where your progress comes from. The moment it stops interesting you, it shows from the outside."
"0","chain","mercury|10|moon|6","Името си градите с дребна, всекидневна работа, не с големи обяви. Списъци, отчети, поправки, грижа за хора — това ви държи. Хванете ли се да работите до изтощение, първо ще проличи в здравето.","You build your name with small daily work, not with grand announcements. Lists, reports, corrections, looking after people — that is what holds you up. If you work yourself to exhaustion, your health shows it first."
"0","chain","mercury|10|moon|7","Говорите за двама и се издигате пак с двама. Партньорът задава тона на работата ви — с кого сте, такова става и името ви. Изберете човек, който умее да мълчи навреме.","You speak for two and you rise with two. A partner sets the tone of your work — whom you are with is what your name becomes. Choose someone who knows when to keep quiet."
"0","chain","mercury|10|moon|8","Работата ви е на думи, а тежестта е в чуждите пари и в неказаното. Влизате там, където хората крият страховете и сметките си, и се справяте. Не носете обаче чужди тайни като свой багаж.","Your work is words, and the weight of it sits in other people's money and in the unsaid. You go where people hide their fears and their accounts, and you manage. Do not carry other people's secrets as your own luggage, though."
"0","chain","mercury|10|moon|9","Тегли ви навън — чужди езици, далечни хора, ново учене — и точно оттам ви идва името. Разказвате добре видяното и хората ви вярват. Стоите ли дълго на едно място, започвате да се задушавате.","Something pulls you outwards — foreign languages, distant people, new learning — and that is exactly where your name comes from. You tell what you have seen well and people believe you. Stay in one place too long and you begin to suffocate."
"0","chain","mercury|10|moon|10","Публиката усеща настроението ви и това е и силата, и рискът. Издигате се, като говорите на много хора наведнъж и хващате какво им трябва. Само не оставяйте лош ден да излезе пред всички.","An audience feels your mood, and that is both the strength and the risk. You rise by speaking to many people at once and catching what they need. Just do not let a bad day out in front of everyone."
"0","chain","mercury|10|moon|11","Каквото постигате с приказка, минава през хора, които ви обичат. Кръгът, компанията, старите приятели ви подават работа и ви пазят. Внимавайте само да не се разтваряте в чуждите желания.","Whatever you achieve by talking passes through people who are fond of you. The circle, the company, old friends hand you work and shield you. Just be careful not to dissolve into other people's wishes."
"0","chain","mercury|10|moon|12","Знаят ви по думите, а най-важното ви се случва на тихо. Работите добре сами, рано сутрин или късно, без публика в стаята. Не се крийте съвсем обаче — забравят бързо.","You are known by your words, and the important part happens quietly. You work well alone, early in the morning or late, with no audience in the room. Do not hide completely, though — people forget quickly."
"0","chain","mercury|10|mars|1","Говорите остро и хората го запомнят. Каквото стане в работата ви, го започвате вие — с нахлуване, а не с изчакване. Само гледайте да не се карате с всеки, който ви противоречи.","You speak sharply and people remember it. Whatever happens in your work, you start it — by charging in, not by waiting. Just try not to fight everybody who disagrees with you."
"0","chain","mercury|10|mars|2","Думата ви е бърза и я обръщате в пари. Борите се за всяка сума и не се плашите да поискате повече. Внимавайте само да не се изхабите в спорове за дребни неща.","Your word is quick and you turn it into money. You fight for every sum and you are not afraid to ask for more. Just be careful not to wear yourself out arguing over small amounts."
"0","chain","mercury|10|mars|3","Езикът ви е бърз и режещ, а работата върви на обаждания, пътувания и спорове. Печелите, като реагирате първи, но се сдърпвате най-често точно с най-близките. Едно преброяване до три преди отговор ви пази много.","Your tongue is fast and cutting, and the work runs on calls, journeys and arguments. You win by reacting first, but you clash most often with exactly those nearest to you. Counting to three before you answer saves you a great deal."
"0","chain","mercury|10|mars|4","Отвън ви познават по думите, а битката е вкъщи. Спорът с родител или за жилището ви яде силата, която ви трябва за работа. Оправите ли къщата, работата тръгва почти сама.","Outside you are known for your words, and the battle is at home. An argument with a parent, or over the flat, eats the strength you need for the work. Sort the house out and the work almost moves on its own."
"0","chain","mercury|10|mars|5","Говорите смело и обичате да залагате на своето. Работата ви пламва, когато има състезание, млад човек за учене или нещо ваше за създаване. Не превръщайте обаче всяка игра в двубой.","You speak boldly and you like betting on your own judgement. The work catches fire when there is a contest, a young person to teach or something of your own to make. Do not turn every game into a duel, though."
"0","chain","mercury|10|mars|6","Името си правите с думи, а го крепите с чиста, тежка работа всеки ден. Влизате в детайла, поправяте, преборвате се — и точно това забелязват. Спирайте преди изтощението: тук цената я плаща тялото.","You make your name with words and you hold it up with plain hard work every day. You get into the detail, you fix things, you push through — and that is what gets noticed. Stop before exhaustion: here the body pays the bill."
"0","chain","mercury|10|mars|7","Изкарвате с приказка, а отсрещният ви държи темпото. Имате силни съдружници и също толкова силни противници — понякога един и същ човек. Спорът тук е част от работата; само не го правете личен.","You earn by talking, and the person opposite sets your pace. You have strong partners and equally strong opponents — sometimes the same person. A dispute here is part of the work; just do not make it personal."
"0","chain","mercury|10|mars|8","Говорите за пари, които не са ваши, и гласът ви не трепери. Влизате в спорове за дългове, дялове и наследства и обикновено излизате отгоре. Само не отваряйте война, от която не можете да се измъкнете.","You talk about money that is not yours and your voice does not shake. You take on fights over debts, shares and inheritances and usually come out on top. Just do not open a war you cannot get out of."
"0","chain","mercury|10|mars|9","Известни сте с каквото твърдите, а твърденията ви идват отдалеч — от учене, от чужбина, от закона. Влизате в спорове за принципи и ги водите до края. Пазете се от навика да смятате, че сте прави по подразбиране.","You are known for what you claim, and the claims come from far away — from study, from abroad, from the law. You take on arguments about principles and carry them to the end. Beware the habit of assuming you are right by default."
"0","chain","mercury|10|mars|10","Пробивате си пътя с говорене и не чакате ред. Работите бързо, натискате, печелите състезания, които други дори не забелязват. Само помнете, че една остра дума пред хора се помни по-дълго от три победи.","You cut your way through by speaking and you do not wait your turn. You work fast, you push, you win contests other people do not even notice. Just remember that one sharp word in public is remembered longer than three victories."
"0","chain","mercury|10|mars|11","Стигате далеч с приказка, но силата ви идва от хората, с които сте се хванали заедно. Общата кауза ви пали и тогава работите за трима. Скарате ли се с кръга, губите повече, отколкото си мислите.","You get far by talking, but your strength comes from the people you have thrown in with. A shared cause fires you up and then you work like three people. Fall out with the circle and you lose more than you think."
"0","chain","mercury|10|mars|12","Отвън ви знаят по думите, а истинската битка е там, където никой не гледа. Действате скрито, заобикаляте, изморявате противника, без да вдигате шум. Внимавайте да не се борите с враг, който сами си измисляте.","Outside you are known by your words, and the real battle is where nobody looks. You act covertly, you go around, you wear the opponent down without making noise. Careful not to fight an enemy you invented yourself."
"0","chain","mercury|10|jupiter|1","Говорите широко и хората ви вярват на едро. Носите добро име просто като влезете и това ви отваря врати, които не сте искали. Внимавайте само да не обещавате повече, отколкото можете да свършите.","You speak broadly and people trust you wholesale. You bring a good name just by walking in, and that opens doors you never asked for. Just be careful not to promise more than you can deliver."
"0","chain","mercury|10|jupiter|2","Приказката ви носи пари и то повече, отколкото очаквате. Ставате известни с това, което знаете, и то се плаща добре, стига да не се разпилявате. Дръжте сметка: щедрата ръка тук изтича неусетно.","Your talking brings money, and more of it than you expect. You become known for what you know, and it pays well as long as you do not scatter yourself. Keep accounts: a generous hand leaks here without you noticing."
"0","chain","mercury|10|jupiter|3","Името си правите с думи и ги имате в изобилие. Брат, съсед или човек от квартала ви подава повече възможности от всяка стратегия. Гледайте само да не казвате по три пъти едно и също.","You make your name with words and you have plenty of them. A brother, a neighbour or someone from your street hands you more openings than any strategy. Just try not to say the same thing three times over."
